UID;Time;Result;s8;s7;S6;S5;S4;S3;S2;S1;T1;T2
A1G4STP1;37237.58387;7.86794E+11;10;1;16;4;28;29;25;1;5;32
A1G50MB7;37238.00479;7.86794E+11;10;1;16;5;0;22;11;7;5;32
A1GEJQ9Q;37256.53273;7.8681E+11;10;1;16;14;19;26;9;26;6;7
A1GVLV8Z;37289.6962;7.86839E+11;10;1;16;31;21;31;8;35;26;14
A1GZN35M;37297.53807;7.86846E+11;10;1;16;35;23;3;5;22;25;16
A1HF4YUS;37324.66361;7.86872E+11;10;1;17;15;4;34;30;28;1;16
A1HTHX8Z;37352.5792;7.86896E+11;10;1;17;29;17;33;8;35;32;18
A1HX195F;37359.45506;7.86902E+11;10;1;17;33;1;9;5;15;4;17
A1I5E7QC;37375.70692;7.86916E+11;10;1;18;5;14;7;26;12;22;16
A1IG1XNU;37395.42782;7.86934E+11;10;1;18;16;1;33;23;30;14;11
A1IMUKO1;37408.63833;7.86945E+11;10;1;18;22;30;20;24;1;5;33
A1INR9QS;37410.40395;7.86947E+11;10;1;18;23;27;9;26;28;3;32
A1IQV2TJ;37416.44156;7.86952E+11;10;1;18;26;31;2;29;19;9;6
A1IVZHDE;37426.39939;7.86961E+11;10;1;18;31;35;17;13;14;24;3
A1IW4XOV;37426.69387;7.86961E+11;10;1;18;32;4;33;24;31;24;3
A1IXOL3J;37429.69897;7.86963E+11;10;1;18;33;24;21;3;19;24;8
A1IYT4NO;37431.88831;7.86965E+11;10;1;18;34;29;4;23;24;28;9
A1J14ZSE;37436.41701;7.86969E+11;10;1;19;1;4;35;28;14;11;7
A1J3V6CW;37440.71887;7.86974E+11;10;1;19;3;31;6;12;32;35;21
A1J6D93Y;37445.583;7.86978E+11;10;1;19;6;13;9;3;34;0;7
A1JH4O5L;37466.50356;7.86996E+11;10;1;19;17;4;24;5;21;35;25
A1JH50SL;37466.52252;7.86996E+11;10;1;19;17;5;0;28;21;35;25
A1JLDD1J;37474.74889;7.87003E+11;10;1;19;21;13;13;1;19;33;3
A1JRP6R2;37487.05146;7.87014E+11;10;1;19;27;25;6;27;2;16;28
A1JUH378;37492.44613;7.87018E+11;10;1;19;30;17;3;7;8;1;9
A1JVLRLM;37494.64273;7.8702E+11;10;1;19;31;21;27;21;22;0;15
A1JWNIF9;37496.68096;7.87022E+11;10;1;19;32;23;18;15;9;3;7
A1JZ4LO7;37501.49184;7.87026E+11;10;1;19;35;4;21;24;7;13;0
A1K0S6DW;37504.70891;7.87029E+11;10;1;20;0;28;6;13;32;17;28
A1K2S1ZS;37508.59032;7.87032E+11;10;1;20;2;28;1;35;28;12;35
A1K4DJO3;37511.69483;7.87035E+11;10;1;20;4;13;19;24;3;33;26
A1K5GVDZ;37513.81841;7.87037E+11;10;1;20;5;16;31;13;35;3;14
A1K7X2WI;37518.58168;7.87041E+11;10;1;20;7;33;2;32;18;25;14
A1KBZ0GY;37526.46204;7.87048E+11;10;1;20;11;35;0;16;34;2;1
A1KC54BZ;37526.79183;7.87048E+11;10;1;20;12;5;4;11;35;2;1
A1KD38HK;37528.63406;7.8705E+11;10;1;20;13;3;8;17;20;17;9
A1KELDH6;37530.55755;7.87052E+11;10;1;20;14;21;13;17;6;19;23
A1KF6HMZ;37531.69779;7.87053E+11;10;1;20;15;6;17;22;35;17;21
A1KGLHKZ;37534.4517;7.87056E+11;10;1;20;16;21;17;20;35;9;29
A1KHNRBG;37536.51831;7.87057E+11;10;1;20;17;23;27;11;16;25;19
A1KSX506;37558.40883;7.87076E+11;10;1;20;28;33;5;0;6;18;12
A1KVHWQS;37563.41845;7.87081E+11;10;1;20;31;17;32;26;28;11;15
A1KW8X6B;37564.87709;7.87082E+11;10;1;20;32;8;33;6;11;2;6
A1L6ZXIH;37585.7756;7.871E+11;10;1;21;6;35;33;18;17;12;15
A1L701D9;37585.78138;7.871E+11;10;1;21;7;0;1;13;9;12;15
A1LE5YIA;37598.70909;7.87112E+11;10;1;21;14;5;34;18;10;1;23
A1LEKZMD;37599.52076;7.87113E+11;10;1;21;14;20;35;22;13;24;6
A1LMC8ZC;37614.6008;7.87126E+11;10;1;21;22;12;8;35;12;11;9
A1LSMKGK;37594.82201;7.87136E+11;10;1;21;28;22;20;16;20;16;20
A1PVMRKG;37875.60068;7.87383E+11;10;1;25;31;22;27;20;16;1;21
A1QF7D87;37912.64917;7.87416E+11;10;1;26;15;7;13;8;7;28;18
A1QF7FYS;37912.65328;7.87416E+11;10;1;26;15;7;15;34;28;28;18
A1QGTB2D;37915.77793;7.87419E+11;10;1;26;16;29;11;2;13;9;35
A1QOBOVV;37930.37866;7.87431E+11;10;1;26;24;11;24;31;31;33;10
A1QQZK5P;37935.55557;7.87436E+11;10;1;26;26;35;20;5;25;1;24
A1QR23RO;37935.69299;7.87436E+11;10;1;26;27;2;3;27;24;27;31
A1QSHK34;37938.47146;7.87438E+11;10;1;26;28;17;20;3;4;20;23
A1QSII5O;37938.52257;7.87438E+11;10;1;26;28;18;18;5;24;27;18
A1QT133W;37939.526;7.87439E+11;10;1;26;29;1;3;3;32;28;18
A1QV0UPX;37943.40141;7.87443E+11;10;1;26;31;0;30;25;33;25;3
A1QV3KDZ;37943.54791;7.87443E+11;10;1;26;31;3;20;13;35;15;24
A1QY2YYE;37949.34777;7.87448E+11;10;1;26;34;2;34;34;14;12;34
A1QZCM7T;37951.81265;7.8745E+11;10;1;26;35;12;22;7;29;14;6
A1R06LOF;37953.43184;7.87451E+11;10;1;27;0;6;21;24;15;7;12
A1R5XHPK;37963.60389;7.87461E+11;10;1;27;5;33;17;25;20;14;3
A1R6J4MK;37964.77227;7.87462E+11;10;1;27;6;19;4;22;20;1;18
A1R70XNK;37965.73381;7.87463E+11;10;1;27;7;0;33;23;20;15;14
A1R82514;37967.74287;7.87465E+11;10;1;27;8;2;5;1;4;18;26
A1S1800R;37992.43536;7.87514E+11;10;1;28;1;8;0;0;27;17;29
A1S2V4AP;37995.62778;7.87516E+11;10;1;28;2;31;4;10;25;24;32
A1S4VLS1;37999.54199;7.8752E+11;10;1;28;4;31;21;28;1;28;4
A1S5WFTK;38001.53106;7.87521E+11;10;1;28;5;32;15;29;20;10;5
A1S6UYN1;38003.39529;7.87523E+11;10;1;28;6;30;34;23;1;4;35
A1S70GC2;38003.69183;7.87523E+11;10;1;28;7;0;16;12;2;24;11
A1S76R44;38004.032;7.87524E+11;10;1;28;7;6;27;4;4;4;35
A1S8ZEXB;38007.52372;7.87527E+11;10;1;28;8;35;14;33;11;1;15
A1S90EF8;38007.57697;7.87527E+11;10;1;28;9;0;14;15;8;25;31
A1SBI6O2;38012.42534;7.87531E+11;10;1;28;11;18;6;24;2;27;27
A1SC2XH5;38013.54554;7.87532E+11;10;1;28;12;2;33;17;5;14;18
A1SD9PTM;38015.85606;7.87534E+11;10;1;28;13;9;25;29;22;29;22
A1SF9BDI;38019.7224;7.87537E+11;10;1;28;15;9;11;13;18;33;15
A1SGQBNF;38022.5848;7.8754E+11;10;1;28;16;26;11;23;15;2;15
A1SGX4CV;38022.95186;7.8754E+11;10;1;28;16;33;4;12;31;32;3
A1SHRVY2;38024.61325;7.87541E+11;10;1;28;17;27;31;34;2;19;15
A1SIRY20;38026.56042;7.87543E+11;10;1;28;18;27;34;2;0;9;10
A1SISX8W;38026.61319;7.87543E+11;10;1;28;18;28;33;8;32;22;10
A1SJU3AO;38028.62028;7.87545E+11;10;1;28;19;30;3;10;24;19;28
A1SKBWCG;38029.58185;7.87546E+11;10;1;28;20;11;32;12;16;8;24
A1SLBZJ4;38031.53063;7.87547E+11;10;1;28;21;11;35;19;4;6;21
A1SMDTRA;38033.57397;7.87549E+11;10;1;28;22;13;29;27;10;6;28
A1SNAJ4A;38035.34001;7.87551E+11;10;1;28;23;10;19;4;10;15;25
A1SOG95C;38037.59306;7.87553E+11;10;1;28;24;16;9;5;12;10;7
A1SQF5LE;38041.42172;7.87556E+11;10;1;28;26;15;5;21;14;14;9
A1SR0L0V;38042.57887;7.87557E+11;10;1;28;27;0;21;0;31;22;0
A1SS5K9O;38044.79174;7.87559E+11;10;1;28;28;5;20;9;24;2;14
A1ST0EOF;38046.45735;7.8756E+11;10;1;28;29;0;14;24;15;7;0
A1SUR0IQ;38047.83811;7.87563E+11;10;1;28;30;27;0;18;26;32;10
A1SV155U;38048.38507;7.87564E+11;10;1;28;31;1;5;5;30;1;24
A1SWQJDW;38051.70041;7.87566E+11;10;1;28;32;26;19;13;32;2;21
A1SX5UJ6;38052.52713;7.87567E+11;10;1;28;33;5;30;19;6;28;1
A1SY49S9;38054.38601;7.87569E+11;10;1;28;34;4;9;28;9;3;28
A1SZNO47;38057.3775;7.87571E+11;10;1;28;35;23;24;4;7;26;9
A1T09D9Q;38058.54924;7.87572E+11;10;1;29;0;9;13;9;26;9;27
A1T0ECVX;38058.81866;7.87573E+11;10;1;29;0;14;12;31;33;28;9
A1T1RMC5;38061.47883;7.87575E+11;10;1;29;1;27;22;12;5;25;30
A1T2V7Z3;38063.61729;7.87577E+11;10;1;29;2;31;7;35;3;20;31
A1T3SE9Q;38065.40874;7.87578E+11;10;1;29;3;28;14;9;26;31;24
A1T416YL;38065.88377;7.87579E+11;10;1;29;4;1;6;34;21;8;15
A1T5ZHQ5;38069.67992;7.87582E+11;10;1;29;5;35;17;26;5;27;22
A1T6ZQY0;38071.63774;7.87584E+11;10;1;29;6;35;26;34;0;25;8
A1T7F9L8;38072.47572;7.87584E+11;10;1;29;7;15;9;21;8;26;15
A1T92TO6;38075.69184;7.87587E+11;10;1;29;9;2;29;24;6;28;21
A1TAN3K4;38078.73067;7.8759E+11;10;1;29;10;23;3;20;4;14;34
A1TB5913;38079.71087;7.87591E+11;10;1;29;11;5;9;1;3;13;16
A1TCQF5Z;38082.79808;7.87593E+11;10;1;29;12;26;15;5;35;29;6
A1TE94UT;38085.75262;7.87596E+11;10;1;29;14;9;4;30;29;13;9
A1TGOPRS;38090.48199;7.876E+11;10;1;29;16;24;25;27;28;6;12
A1TKC0H7;38097.57205;7.87606E+11;10;1;29;20;12;0;17;7;23;15
A1TLTHJ4;38100.45963;7.87609E+11;10;1;29;21;29;17;19;4;31;14
A1TNW481;38104.48966;7.87612E+11;10;1;29;23;32;4;8;1;2;26
A1TO3C6K;38104.87961;7.87612E+11;10;1;29;24;3;12;6;20;1;6
A1TP177A;38106.70814;7.87614E+11;10;1;29;25;1;7;7;10;20;6
A1TS1RJQ;38111.57065;7.87619E+11;10;1;29;28;1;27;19;26;17;27
A1TT06YQ;38113.42978;7.87621E+11;10;1;29;29;0;6;34;26;28;29
A1TU2KNH;38115.5023;7.87622E+11;10;1;29;30;2;20;23;17;26;9
A1TV90SC;38117.79451;7.87624E+11;10;1;29;31;9;0;28;12;32;9
A1TW0OYL;38119.28877;7.87626E+11;10;1;29;32;0;24;34;21;30;14
A1TX6K1C;38121.54939;7.87628E+11;10;1;29;33;6;20;1;12;27;19
A1TY9FP4;38123.64888;7.87629E+11;10;1;29;34;9;15;25;4;2;15
A1TZUJKG;38126.73269;7.87632E+11;10;1;29;35;30;19;20;16;7;6
A1U3V7HI;38134.54456;7.87639E+11;10;1;30;3;31;7;17;18;33;22
A1U4EIVH;38135.58764;7.8764E+11;10;1;30;4;14;18;31;17;33;18
A1U6CY8R;38139.39069;7.87643E+11;10;1;30;6;12;34;8;27;2;14
A1U7GAS3;38141.5155;7.87645E+11;10;1;30;7;16;10;28;3;14;12
A1U9ZAOG;38146.42935;7.87649E+11;10;1;30;9;35;10;24;16;3;21
A1UD8F4E;38152.75402;7.87655E+11;10;1;30;13;8;15;4;14;4;11
A1UEO08I;38155.53969;7.87657E+11;10;1;30;14;24;0;8;18;21;14
A1UFOH79;38157.50913;7.87659E+11;10;1;30;15;24;17;7;9;12;26
A1UG09VL;38158.14615;7.87659E+11;10;1;30;16;0;9;31;21;24;15
A1UI9URU;38162.55149;7.87663E+11;10;1;30;18;9;30;27;30;10;9
A1UK93A1;38166.39824;7.87666E+11;10;1;30;20;9;3;10;1;2;7
A1UT59RT;38182.68799;7.87681E+11;10;1;30;29;5;9;27;29;18;21
A1UW9SZA;38188.7648;7.87687E+11;10;1;30;32;9;28;35;10;16;25
A1V3GIH9;38202.73505;7.87699E+11;10;1;31;3;16;18;17;9;9;3
A1V4RVC6;38205.29234;7.87701E+11;10;1;31;4;27;31;12;6;9;9
A1V77MSQ;38210.03153;7.87705E+11;10;1;31;7;7;22;28;26;5;12
A1VAPMTJ;38216.83556;7.87711E+11;10;1;31;10;25;22;29;19;24;24
A1VCQ995;38220.75721;7.87714E+11;10;1;31;12;26;9;9;5;26;9
A1VHAJGU;38229.62853;7.87722E+11;10;1;31;17;10;19;16;30;16;20
A1VOG6B3;38243.54079;7.87734E+11;10;1;31;24;16;6;11;3;8;3
A1VPCNBS;38245.29432;7.87735E+11;10;1;31;25;12;23;11;28;8;18
A1VQZEE5;38248.46692;7.87738E+11;10;1;31;26;35;14;14;5;29;12
A1VR0XF1;38248.54946;7.87738E+11;10;1;31;27;0;33;15;1;4;15
A1VSIZQZ;38251.46895;7.87741E+11;10;1;31;28;18;35;26;35;15;29
A1VU2UOM;38254.48536;7.87743E+11;10;1;31;30;2;30;24;22;28;15
A1VW97IW;38258.71662;7.87747E+11;10;1;31;32;9;7;18;32;8;35
A1VXBC37;38260.77546;7.87749E+11;10;1;31;33;11;12;3;7;8;2
A1VYQP9Y;38262.54925;7.87751E+11;10;1;31;34;26;25;9;34;7;34
A1VZTEBY;38264.63883;7.87753E+11;10;1;31;35;29;14;11;34;6;31
A1W0SNTD;38266.54306;7.87755E+11;10;1;32;0;28;23;29;13;5;1
A1W3XIFB;38272.63697;7.8776E+11;10;1;32;3;33;18;15;11;5;6
A1W4G3IK;38273.6406;7.87761E+11;10;1;32;4;16;3;18;20;0;9
A1W5G6B8;38275.5888;7.87762E+11;10;1;32;5;16;6;11;8;3;18
A1W72F3N;38278.73398;7.87765E+11;10;1;32;7;2;15;3;23;20;31
A1WGBV70;38296.74012;7.87781E+11;10;1;32;16;11;31;7;0;4;29
A1WHRNLY;38299.53675;7.87783E+11;10;1;32;17;27;23;21;34;16;0
A1WI9I6G;38300.5006;7.87784E+11;10;1;32;18;9;18;6;16;24;31
A1WLB3JI;38306.41865;7.87789E+11;10;1;32;21;11;3;19;18;10;21
A1WMSRAU;38309.31628;7.87792E+11;10;1;32;22;28;27;10;30;23;6
A1WNK1TY;38310.79008;7.87793E+11;10;1;32;23;20;1;29;34;22;0
A1WQWLQW;38317.29995;7.87799E+11;10;1;32;26;32;21;26;32;27;35
A1WR4XH5;38317.74954;7.87799E+11;10;1;32;27;4;33;17;5;28;31
A1WSHW76;38320.39362;7.87801E+11;10;1;32;28;17;32;7;6;23;23
A1WT7SME;38321.79226;7.87802E+11;10;1;32;29;7;28;22;14;26;10
A1WV37ZT;38324.43332;7.87806E+11;10;1;32;31;3;7;35;29;16;29
A1WX5PB1;38328.45529;7.87809E+11;10;1;32;33;5;25;11;1;33;18
A1WY79QZ;38330.48395;7.87811E+11;10;1;32;34;7;9;26;35;1;18
A1WZ8S88;38332.50968;7.87813E+11;10;1;32;35;8;28;8;8;24;6
A1X0SRCY;38335.53237;7.87815E+11;10;1;33;0;28;27;12;34;32;1
A1X1SLRZ;38337.468;7.87817E+11;10;1;33;1;28;21;27;35;28;34
A1X299DS;38338.36741;7.87818E+11;10;1;33;2;9;9;13;28;6;21
A1X3HU69;38340.77458;7.8782E+11;10;1;33;3;17;30;6;9;21;6
A1X782VI;38348.02365;7.87826E+11;10;1;33;7;8;2;31;18;21;7
A1X80DF0;38349.55146;7.87827E+11;10;1;33;8;0;13;15;0;21;24
A1X9A99Y;38352.02925;7.87829E+11;10;1;33;9;10;9;9;34;29;26
A1XQLD6L;38353.67711;7.87858E+11;10;1;33;26;21;13;6;21;31;26
A1XRA5HL;38355.01556;7.8786E+11;10;1;33;27;10;5;17;21;30;15
A1XS2B4Y;38356.53603;7.87861E+11;10;1;33;28;2;11;4;34;19;23
A1XTIDTS;38359.34807;7.87863E+11;10;1;33;29;18;13;29;28;1;21
A1XU5GJK;38360.59414;7.87864E+11;10;1;33;30;5;16;19;20;15;21
A1XV3XOJ;38362.45584;7.87866E+11;10;1;33;31;3;33;24;19;29;14
A1XW9T12;38364.71688;7.87868E+11;10;1;33;32;9;29;1;2;33;12
A1XX5BFF;38366.41847;7.87869E+11;10;1;33;33;5;11;15;15;20;17
A1XYPAWC;38369.44168;7.87872E+11;10;1;33;34;25;10;32;12;24;13
A1XZWXPP;38371.79789;7.87874E+11;10;1;33;35;32;33;25;25;20;4
A1Y0U1DQ;38373.58541;7.87876E+11;10;1;34;0;30;1;13;26;22;1
A1Y2CXCU;38376.54936;7.87878E+11;10;1;34;2;12;33;12;30;3;32
A1Y35MK1;38378.09917;7.8788E+11;10;1;34;3;5;22;20;1;28;9
A1Y4M3LG;38380.93272;7.87882E+11;10;1;34;4;22;3;21;16;28;7
A1Y5ZEHC;38383.59505;7.87884E+11;10;1;34;5;35;14;17;12;21;12
A1Y6WRS0;38385.39699;7.87886E+11;10;1;34;6;32;27;28;0;12;4
A1Y7L3OD;38386.71084;7.87887E+11;10;1;34;7;21;3;24;13;29;15
A1Y809DS;38387.5294;7.87888E+11;10;1;34;8;0;9;13;28;24;14
A1YAM8KL;38392.60419;7.87892E+11;10;1;34;10;22;8;20;21;0;3
A1YBB1Z6;38393.94429;7.87893E+11;10;1;34;11;11;1;35;6;1;18
A1YC4Z8U;38395.5602;7.87895E+11;10;1;34;12;4;35;8;30;28;20
A1YDAXQ5;38397.82591;7.87897E+11;10;1;34;13;10;33;26;5;33;32
A1YESVV5;38400.73912;7.87899E+11;10;1;34;14;28;31;31;5;7;33
A1YFBAUY;38401.73362;7.879E+11;10;1;34;15;11;10;30;34;26;0
A1YHT0M0;38406.57824;7.87904E+11;10;1;34;17;29;0;22;0;15;9
A1YIE906;38407.72484;7.87905E+11;10;1;34;18;14;9;0;6;25;12
A1YKFL2M;38411.68494;7.87909E+11;10;1;34;20;15;21;2;22;32;34
A1YOCOBS;38416.30382;7.87915E+11;10;1;34;24;12;24;11;28;16;35
A1YPMCUY;38418.77061;7.87917E+11;10;1;34;25;22;12;30;34;20;21
A1YQN28B;38420.75267;7.87919E+11;10;1;34;26;23;2;8;11;19;3
A1YR3KXC;38421.64472;7.8792E+11;10;1;34;27;3;20;33;12;22;29
A1YT71TI;38425.72006;7.87923E+11;10;1;34;29;7;1;29;18;1;7
A1YUGOZW;38428.18483;7.87925E+11;10;1;34;30;16;24;35;32;3;9
A1YX7NO7;38433.52883;7.8793E+11;10;1;34;33;7;23;24;7;28;32
A1Z4GP4A;38447.62501;7.87942E+11;10;1;35;4;16;25;4;10;19;18
A1Z7J9MW;38453.59579;7.87947E+11;10;1;35;7;19;9;22;32;19;14
A1Z8KIBW;38455.60683;7.87949E+11;10;1;35;8;20;18;11;32;32;29
A1ZB6JPT;38460.68491;7.87954E+11;10;1;35;11;6;19;25;29;16;25
A1ZD68T5;38464.55654;7.87957E+11;10;1;35;13;6;8;29;5;22;34
A1ZETG52;38467.75354;7.8796E+11;10;1;35;14;29;16;5;2;27;26
A1ZFRYS5;38469.6175;7.87961E+11;10;1;35;15;27;34;28;5;6;10
A1ZGDWUB;38470.80259;7.87962E+11;10;1;35;16;13;32;30;11;34;3
A1ZIU8YL;38474.57277;7.87966E+11;10;1;35;18;30;8;34;21;18;7
A1ZJBWXE;38475.52672;7.87967E+11;10;1;35;19;11;32;33;14;16;35
A1ZMWM2R;38482.47645;7.87973E+11;10;1;35;22;32;22;2;27;3;18
A1ZNDH1A;38483.38689;7.87974E+11;10;1;35;23;13;17;1;10;20;1
A1ZOIXQE;38485.62593;7.87976E+11;10;1;35;24;18;33;26;14;10;32
A1ZPHUSO;38487.51153;7.87978E+11;10;1;35;25;17;30;28;24;19;10
A1ZQJJIM;38489.54661;7.87979E+11;10;1;35;26;19;19;18;22;15;25
A1ZR4SHT;38490.69407;7.8798E+11;10;1;35;27;4;28;17;29;32;21
A1ZS37LC;38492.55272;7.87982E+11;10;1;35;28;3;7;21;12;21;4
A1ZTL19O;38495.45924;7.87984E+11;10;1;35;29;21;1;9;24;35;17
A1ZUNV6F;38497.5561;7.87986E+11;10;1;35;30;23;31;6;15;6;31
A1ZW3XLZ;38500.36774;7.87989E+11;10;1;35;32;3;33;21;35;25;21
A1ZXPOFZ;38503.486;7.87991E+11;10;1;35;33;25;24;15;35;24;15
A1ZZQ0VX;38507.39266;7.87995E+11;10;1;35;35;26;0;31;33;23;26
A204TWF4;38517.32196;7.88003E+11;10;2;0;4;29;32;15;4;4;18
A205W6J6;38519.38913;7.88005E+11;10;2;0;5;32;6;19;6;30;20
A206JU84;38520.66667;7.88006E+11;10;2;0;6;19;30;8;4;28;25
A208ZUEE;38525.41892;7.8801E+11;10;2;0;8;35;30;14;14;19;23
A209KC2A;38526.52543;7.88011E+11;10;2;0;9;20;12;2;10;25;28
A20A0VNO;38527.41882;7.88012E+11;10;2;0;10;0;31;23;24;29;31
A20BM63Q;38530.51249;7.88015E+11;10;2;0;11;22;6;3;26;27;21
A20CLRSK;38532.43502;7.88016E+11;10;2;0;12;21;27;28;20;26;28
A20D4U60;38533.46458;7.88017E+11;10;2;0;13;4;30;6;0;8;26
A20FSK81;38537.63366;7.88022E+11;10;2;0;15;28;20;8;1;35;3
A20GB993;38538.64321;7.88023E+11;10;2;0;16;11;9;9;3;0;6
A20HT3ZY;38541.55133;7.88025E+11;10;2;0;17;29;3;35;34;33;15
A20IWI7E;38543.67863;7.88027E+11;10;2;0;18;32;18;7;14;12;8
A20JV4P4;38545.54838;7.88029E+11;10;2;0;19;31;4;25;4;6;9
A20KXGO9;38547.61833;7.8803E+11;10;2;0;20;33;16;24;9;2;28
A20LSK74;38549.29763;7.88032E+11;10;2;0;21;28;20;7;4;32;32
A20NUUD0;38553.30887;7.88035E+11;10;2;0;23;30;30;13;0;25;20
A20OG75H;38554.46206;7.88036E+11;10;2;0;24;16;7;5;17;0;3
A20PEBB2;38556.30429;7.88038E+11;10;2;0;25;14;11;11;2;14;6
A20RKNLK;38560.53472;7.88042E+11;10;2;0;27;20;23;21;20;10;15
A20SKN5F;38562.47806;7.88043E+11;10;2;0;28;20;23;5;15;3;28
A20YDKDX;38573.75991;7.88053E+11;10;2;0;34;13;20;13;33;15;4
A211S868;38580.38359;7.88059E+11;10;2;1;1;28;8;6;8;6;17
A21296NM;38581.29932;7.88059E+11;10;2;1;2;9;6;23;22;28;14
A213W89K;38584.48773;7.88062E+11;10;2;1;3;32;8;9;20;16;20
A215WYNO;38588.41531;7.88066E+11;10;2;1;5;32;34;23;24;11;9
A216FSBT;38589.43182;7.88066E+11;10;2;1;6;15;28;11;29;24;28
A217FKKP;38591.36419;7.88068E+11;10;2;1;7;15;20;20;25;11;29
A218N40T;38593.71536;7.8807E+11;10;2;1;8;23;4;0;29;35;7
A219329K;38594.57672;7.88071E+11;10;2;1;9;3;2;9;20;20;21
A21CNIL0;38601.51321;7.88077E+11;10;2;1;12;23;18;21;0;8;5
A21D9OMO;38602.71028;7.88078E+11;10;2;1;13;9;24;22;24;0;18
A21FTLY0;38607.67425;7.88082E+11;10;2;1;15;29;21;34;0;1;20
A21GG5S3;38608.892;7.88083E+11;10;2;1;16;16;5;28;3;23;28
A21I9S2T;38612.43544;7.88086E+11;10;2;1;18;9;28;2;29;23;17
A21J9CVA;38614.35663;7.88088E+11;10;2;1;19;9;12;31;10;31;29
A21KVBM1;38617.48675;7.88091E+11;10;2;1;20;31;11;22;1;22;26
A21LZ46C;38619.63559;7.88093E+11;10;2;1;21;35;4;6;12;12;31
A21S2F33;38630.47795;7.88103E+11;10;2;1;28;2;15;3;3;28;17
A21UM6VI;38635.43365;7.88107E+11;10;2;1;30;22;6;31;18;8;25
A21VOA6D;38637.49059;7.88109E+11;10;2;1;31;24;10;6;13;8;9
A21WEQQF;38638.91943;7.8811E+11;10;2;1;32;14;26;26;15;33;14
A21Y84VM;38642.45065;7.88113E+11;10;2;1;34;8;4;31;22;22;9
A21Z77H6;38644.34455;7.88115E+11;10;2;1;35;7;7;17;6;28;0
A220TK7U;38647.49566;7.88118E+11;10;2;2;0;29;20;7;30;13;18
A222VB43;38651.478;7.88121E+11;10;2;2;2;31;11;4;3;0;18
A223H4WA;38652.65668;7.88122E+11;10;2;2;3;17;4;32;10;21;6
A226IRO6;38658.57684;7.88127E+11;10;2;2;6;18;27;24;6;17;12
A229Z7XV;38665.29723;7.88133E+11;10;2;2;9;35;7;33;31;34;10
A22A1PNC;38665.43181;7.88133E+11;10;2;2;10;1;25;23;12;32;10
A22B224L;38667.39451;7.88135E+11;10;2;2;11;2;2;4;21;10;6
A22COHPU;38670.54991;7.88137E+11;10;2;2;12;24;17;25;30;19;26
A22DPYJ4;38672.57313;7.88139E+11;10;2;2;13;25;34;19;4;7;3
A22E9TYV;38673.64628;7.8814E+11;10;2;2;14;9;29;34;31;0;23
A22GU3CC;38678.62834;7.88144E+11;10;2;2;16;30;3;12;12;22;6
A22HDIKB;38679.67718;7.88145E+11;10;2;2;17;13;18;20;11;13;15
A22KA6AG;38685.32876;7.8815E+11;10;2;2;20;10;6;10;16;22;12
A22RM37W;38698.58016;7.88163E+11;10;2;2;27;22;3;7;32;24;30
A22S5V79;38699.64813;7.88163E+11;10;2;2;28;5;31;7;9;15;35
A22TMETW;38702.48558;7.88166E+11;10;2;2;29;22;14;29;32;7;12
A22W7SIK;38707.5281;7.8817E+11;10;2;2;32;7;28;18;20;10;35
A23KVS4C;38723.47951;7.88212E+11;10;2;3;20;31;28;4;12;22;30
A23NGZY1;38728.51324;7.88216E+11;10;2;3;23;16;35;34;1;23;15
A23OFMVQ;38730.38365;7.88218E+11;10;2;3;24;15;22;31;26;8;6
A23QK8JJ;38734.52014;7.88221E+11;10;2;3;26;20;8;19;19;29;13
A23RK1A6;38736.45325;7.88223E+11;10;2;3;27;20;1;10;6;25;12
A23TPHAE;38740.63527;7.88227E+11;10;2;3;29;25;17;10;14;22;0
A23UQM0M;38742.64036;7.88228E+11;10;2;3;30;26;22;0;22;25;17
A23V7P9X;38743.56324;7.88229E+11;10;2;3;31;7;25;9;33;21;33
A248K1X2;38769.50221;7.88251E+11;10;2;4;8;20;1;33;2;30;30
A24913YM;38770.42328;7.88252E+11;10;2;4;9;1;3;34;22;2;21
A24BQ68E;38775.66468;7.88257E+11;10;2;4;11;26;6;8;14;23;28
A24E9SZS;38777.61282;7.88261E+11;10;2;4;14;9;28;35;28;34;29
A24FAACQ;38779.58286;7.88263E+11;10;2;4;15;10;10;12;26;24;3
A24IRMRM;38786.35148;7.88269E+11;10;2;4;18;27;22;27;22;23;35
A24LUX9Q;38792.36124;7.88274E+11;10;2;4;21;30;33;9;26;5;21
A24NZXIU;38796.51962;7.88277E+11;10;2;4;23;35;33;18;30;9;6
A24OLUYD;38797.70376;7.88278E+11;10;2;4;24;21;30;34;13;16;6
A24RLFJW;38803.51266;7.88283E+11;10;2;4;27;21;15;19;32;22;7
A24S99S2;38804.8;7.88285E+11;10;2;4;28;9;9;28;2;30;7
A24S99S2;38804.8;7.88285E+11;10;2;4;28;9;9;28;2;30;7
A24SJ8I8;38805.33809;7.88285E+11;10;2;4;28;19;8;18;8;23;4
A24T2NVQ;38806.38715;7.88286E+11;10;2;4;29;2;23;31;26;22;14
A24T2NVQ;38806.38715;7.88286E+11;10;2;4;29;2;23;31;26;22;14
A24TOE66;38807.56059;7.88287E+11;10;2;4;29;24;14;6;6;27;9
A24VSS5M;38811.68557;7.8829E+11;10;2;4;31;28;28;5;22;18;33
A24X6U68;38814.38859;7.88293E+11;10;2;4;33;6;30;6;8;9;21
