UID;Time;Result;s8;s7;S6;S5;S4;S3;S2;S1;T1;T2
A329XJL8;40918.63072;7.9031E+11;10;3;2;9;33;19;21;8;22;22
A32AWMM4;40920.52525;7.90311E+11;10;3;2;10;32;22;22;4;5;5
A32AYLE1;40920.63141;7.90311E+11;10;3;2;10;34;21;14;1;15;8
A32AYLE1;40920.63141;7.90311E+11;10;3;2;10;34;21;14;1;15;8
A32BF2OW;40921.52137;7.90312E+11;10;3;2;11;15;2;24;32;33;5
A32BF2OW;40921.52137;7.90312E+11;10;3;2;11;15;2;24;32;33;5
A32BJGTK;40921.75856;7.90312E+11;10;3;2;11;19;16;29;20;21;17
A32CEHIO;40923.43361;7.90314E+11;10;3;2;12;14;17;18;24;25;13
A32D1RF4;40924.69046;7.90315E+11;10;3;2;13;1;27;15;4;17;17
A32E2HCO;40926.67336;7.90317E+11;10;3;2;14;2;17;12;24;10;16
A32E2HCO;40926.67336;7.90317E+11;10;3;2;14;2;17;12;24;10;16
A32EH6G6;40927.467;7.90317E+11;10;3;2;14;17;6;16;6;3;22
A32F0R9N;40928.52422;7.90318E+11;10;3;2;15;0;27;9;23;11;28
A32F0R9N;40928.52422;7.90318E+11;10;3;2;15;0;27;9;23;11;28
A32F104U;40928.53753;7.90318E+11;10;3;2;15;1;0;4;30;22;1
A32GIQR8;40931.43947;7.90321E+11;10;3;2;16;18;26;27;8;24;32
A32GIRAY;40931.44029;7.90321E+11;10;3;2;16;18;27;10;34;21;27
A32GM63X;40931.62449;7.90321E+11;10;3;2;16;22;6;3;33;14;17
A32GM63X;40931.62449;7.90321E+11;10;3;2;16;22;6;3;33;14;17
A32H1EB2;40932.44679;7.90322E+11;10;3;2;17;1;14;11;2;21;29
A32HN0MJ;40933.61427;7.90323E+11;10;3;2;17;23;0;22;19;13;33
A32HNH65;40933.63909;7.90323E+11;10;3;2;17;23;17;6;5;11;4
A32HNNY3;40933.64925;7.90323E+11;10;3;2;17;23;23;34;3;35;11
A32HNNY3;40933.64925;7.90323E+11;10;3;2;17;23;23;34;3;35;11
A32I5G8S;40934.6097;7.90323E+11;10;3;2;18;5;16;8;28;9;35
A32I95GQ;40934.80953;7.90324E+11;10;3;2;18;9;5;16;26;23;1
A32IN20I;40935.56035;7.90324E+11;10;3;2;18;23;2;0;18;13;20
A32IPIYQ;40935.69377;7.90324E+11;10;3;2;18;25;18;34;26;25;8
A32IPIYQ;40935.69377;7.90324E+11;10;3;2;18;25;18;34;26;25;8
A32KQUEB;40939.65293;7.90328E+11;10;3;2;20;26;30;14;11;1;4
A32KRLH0;40939.69354;7.90328E+11;10;3;2;20;27;21;17;0;31;6
A32L84R2;40940.58646;7.90329E+11;10;3;2;21;8;4;27;2;0;35
A32L9K4G;40940.66352;7.90329E+11;10;3;2;21;9;20;4;16;17;4
A32LMKG2;40941.366;7.90329E+11;10;3;2;21;22;20;16;2;13;17
A32LMKG2;40941.366;7.90329E+11;10;3;2;21;22;20;16;2;13;17
A32MA4PO;40942.6384;7.9033E+11;10;3;2;22;10;4;25;24;11;32
A32N8ZPO;40944.5209;7.90332E+11;10;3;2;23;8;35;25;24;21;2
A32OBSYF;40946.61676;7.90334E+11;10;3;2;24;11;28;34;15;9;5
A32OWSZG;40947.75081;7.90335E+11;10;3;2;24;32;28;35;16;12;8
A32OWSZG;40947.75081;7.90335E+11;10;3;2;24;32;28;35;16;12;8
A32P8V7U;40948.40215;7.90335E+11;10;3;2;25;8;31;7;30;21;6
A32RCRQM;40952.50094;7.90339E+11;10;3;2;27;12;27;26;22;21;25
A32RU8IM;40953.44411;7.9034E+11;10;3;2;27;30;8;18;22;4;16
A32RZVY8;40953.74926;7.9034E+11;10;3;2;27;35;31;34;8;30;10
A32SFXOV;40954.61587;7.90341E+11;10;3;2;28;15;33;24;31;0;13
A32SUIEW;40955.40295;7.90341E+11;10;3;2;28;30;18;14;32;32;25
A32SUIEW;40955.40295;7.90341E+11;10;3;2;28;30;18;14;32;32;25
A32V1SEM;40959.68394;7.90345E+11;10;3;2;31;1;28;14;22;31;13
A32VKV0F;40960.71384;7.90346E+11;10;3;2;31;20;31;0;15;27;30
A32W2SHG;40961.68206;7.90347E+11;10;3;2;32;2;28;17;16;34;33
A32WHLB4;40962.4813;7.90347E+11;10;3;2;32;17;21;11;4;19;20
A32X3G9E;40963.66172;7.90349E+11;10;3;2;33;3;16;9;14;18;14
A32YJAC0;40966.46083;7.90351E+11;10;3;2;34;19;10;12;0;0;1
A32YK6I2;40966.50909;7.90351E+11;10;3;2;34;20;6;18;2;16;27
A32ZMMHK;40968.58506;7.90353E+11;10;3;2;35;22;22;17;20;20;14
A32ZMMHK;40968.58506;7.90353E+11;10;3;2;35;22;22;17;20;20;14
A32ZOK9W;40968.68975;7.90353E+11;10;3;2;35;24;20;9;32;23;23
A33126B8;40969.3688;7.90355E+11;10;3;3;1;2;6;11;8;10;8
A33135U0;40969.42208;7.90355E+11;10;3;3;1;3;5;30;0;6;21
A331M1ZA;40970.4423;7.90356E+11;10;3;3;1;22;1;35;10;0;10
A331M1ZA;40970.4423;7.90356E+11;10;3;3;1;22;1;35;10;0;10
A3335BAM;40973.42627;7.90359E+11;10;3;3;3;5;11;10;22;12;27
A3339FTX;40973.64907;7.90359E+11;10;3;3;3;9;15;29;33;34;33
A334PSBK;40976.47581;7.90361E+11;10;3;3;4;25;28;11;20;14;14
A334PSBK;40976.47581;7.90361E+11;10;3;3;4;25;28;11;20;14;14
A334QF6I;40976.5101;7.90361E+11;10;3;3;4;26;15;6;18;29;20
A3356GL6;40977.37622;7.90362E+11;10;3;3;5;6;16;21;6;29;20
A336C9C5;40979.63333;7.90364E+11;10;3;3;6;12;9;12;5;28;16
A336C9C5;40979.63333;7.90364E+11;10;3;3;6;12;9;12;5;28;16
A336THQH;40980.56394;7.90365E+11;10;3;3;6;29;17;26;17;13;31
A337A642;40981.4645;7.90366E+11;10;3;3;7;10;6;4;2;19;23
A338ECD2;40983.63388;7.90367E+11;10;3;3;8;14;12;13;2;4;31
A338FBOG;40983.68685;7.90368E+11;10;3;3;8;15;11;24;16;12;27
A338FBOG;40983.68685;7.90368E+11;10;3;3;8;15;11;24;16;12;27
A33ABPNU;40987.37983;7.90371E+11;10;3;3;10;11;25;23;30;13;22
A33C27BW;40990.75433;7.90374E+11;10;3;3;12;2;7;11;32;13;18
A33DWX92;40994.35721;7.90377E+11;10;3;3;13;32;33;9;2;27;4
A33E1K9U;40994.60774;7.90377E+11;10;3;3;14;1;20;9;30;10;34
A33EL374;40995.66213;7.90378E+11;10;3;3;14;21;3;7;4;3;21
A33EL374;40995.66213;7.90378E+11;10;3;3;14;21;3;7;4;3;21
A33F2UHJ;40996.62105;7.90379E+11;10;3;3;15;2;30;17;19;32;35
A33F2UHJ;40996.62105;7.90379E+11;10;3;3;15;2;30;17;19;32;35
A33G3WBW;40998.62183;7.9038E+11;10;3;3;16;3;32;11;32;34;20
A33HN07M;41001.59765;7.90383E+11;10;3;3;17;23;0;7;22;0;8
A33HN8EQ;41001.60994;7.90383E+11;10;3;3;17;23;8;14;26;13;12
A33HN8EQ;41001.60994;7.90383E+11;10;3;3;17;23;8;14;26;13;12
A33I1JA6;41002.38226;7.90384E+11;10;3;3;18;1;19;10;6;9;2
A33I59NY;41002.58383;7.90384E+11;10;3;3;18;5;9;23;34;2;23
A33I59NY;41002.58383;7.90384E+11;10;3;3;18;5;9;23;34;2;23
A33J3RVQ;41004.44715;7.90385E+11;10;3;3;19;3;27;31;26;21;16
A33J3RVQ;41004.44715;7.90385E+11;10;3;3;19;3;27;31;26;21;16
A33J4SGW;41004.50204;7.90386E+11;10;3;3;19;4;28;16;32;10;30
A33M5GJM;41010.37015;7.90391E+11;10;3;3;22;5;16;19;22;5;3
A33M5Y7Q;41010.39666;7.90391E+11;10;3;3;22;5;34;7;26;4;1
A33M5Y7Q;41010.39666;7.90391E+11;10;3;3;22;5;34;7;26;4;1
A33NA5CE;41012.56735;7.90392E+11;10;3;3;23;10;5;12;14;1;13
A33ORFGZ;41015.44454;7.90395E+11;10;3;3;24;27;15;16;35;11;34
A33ORFGZ;41015.44454;7.90395E+11;10;3;3;24;27;15;16;35;11;34
A33OSZH0;41015.52854;7.90395E+11;10;3;3;24;28;35;17;0;15;21
A33PDT17;41016.65288;7.90396E+11;10;3;3;25;13;29;1;7;9;14
A33PTE52;41017.49454;7.90397E+11;10;3;3;25;29;14;5;2;11;20
A33PTE52;41017.49454;7.90397E+11;10;3;3;25;29;14;5;2;11;20
A33QRQL4;41019.34921;7.90398E+11;10;3;3;26;27;26;21;4;35;1
A33QTVVW;41019.46516;7.90398E+11;10;3;3;26;29;31;31;32;0;35
A33SI93Q;41022.72499;7.90401E+11;10;3;3;28;18;9;3;26;6;24
A33SXRWR;41023.56319;7.90402E+11;10;3;3;28;33;27;32;27;3;19
A33SXRWR;41023.56319;7.90402E+11;10;3;3;28;33;27;32;27;3;19
A33TBWDO;41024.3259;7.90403E+11;10;3;3;29;11;32;13;24;8;16
A33TBWDO;41024.3259;7.90403E+11;10;3;3;29;11;32;13;24;8;16
A33TEQ8C;41024.47868;7.90403E+11;10;3;3;29;14;26;8;12;23;18
A33UDYNE;41026.38131;7.90404E+11;10;3;3;30;13;34;23;14;30;35
A33UDYNE;41026.38131;7.90404E+11;10;3;3;30;13;34;23;14;30;35
A33UIA39;41026.61447;7.90405E+11;10;3;3;30;18;10;3;9;19;17
A33XJDFO;41031.50549;7.9041E+11;10;3;3;33;19;13;15;24;1;26
A33Y4OKY;41032.6562;7.90411E+11;10;3;3;34;4;24;20;34;20;30
A33Y4OKY;41032.6562;7.90411E+11;10;3;3;34;4;24;20;34;20;30
A33YLRL6;41033.57872;7.90412E+11;10;3;3;34;21;27;21;6;5;0
A340ZF2Q;41038.20395;7.90416E+11;10;3;4;0;35;15;2;26;8;27
A3414VHK;41038.49856;7.90416E+11;10;3;4;1;4;31;17;20;4;2
A3427IV6;41040.58563;7.90418E+11;10;3;4;2;7;18;31;6;33;25
A343V51I;41043.8049;7.9042E+11;10;3;4;3;31;5;1;18;17;31
A344SD6G;41045.5991;7.90422E+11;10;3;4;4;28;13;6;16;7;1
A344SD6G;41045.5991;7.90422E+11;10;3;4;4;28;13;6;16;7;1
A344TBDW;41045.65041;7.90422E+11;10;3;4;4;29;11;13;32;28;7
A345QMXM;41047.44973;7.90423E+11;10;3;4;5;26;22;33;22;18;15
A3477TH8;41050.32155;7.90426E+11;10;3;4;7;7;29;17;8;26;27
A3479F4D;41050.40801;7.90426E+11;10;3;4;7;9;15;4;13;27;23
A3479F4D;41050.40801;7.90426E+11;10;3;4;7;9;15;4;13;27;23
A348VASG;41053.53352;7.90429E+11;10;3;4;8;31;10;28;16;32;24
A349BVB2;41054.42829;7.9043E+11;10;3;4;9;11;31;11;2;17;30
A34BU8RW;41059.3085;7.90434E+11;10;3;4;11;30;8;27;32;21;34
A34BZK7D;41059.59564;7.90434E+11;10;3;4;11;35;20;7;13;27;34
A34BZK7D;41059.59564;7.90434E+11;10;3;4;11;35;20;7;13;27;34
A34CEPKW;41060.4137;7.90435E+11;10;3;4;12;14;25;20;32;8;29
A34CEPKW;41060.4137;7.90435E+11;10;3;4;12;14;25;20;32;8;29
A34CZH3G;41061.53498;7.90436E+11;10;3;4;12;35;17;3;16;5;3
A34D11WT;41061.6202;7.90436E+11;10;3;4;13;1;1;32;29;30;31
A34EJRIK;41064.57461;7.90438E+11;10;3;4;14;19;27;18;20;3;25
A34FLMBO;41066.61882;7.9044E+11;10;3;4;15;21;22;11;24;33;23
A34GIUF4;41068.41296;7.90442E+11;10;3;4;16;18;30;15;4;2;18
A34I5IMU;41071.58128;7.90444E+11;10;3;4;18;5;18;22;30;22;23
A34JQ292;41074.63471;7.90447E+11;10;3;4;19;26;2;9;2;17;12
A34K4U1N;41075.4324;7.90448E+11;10;3;4;20;4;30;1;23;24;29
A34K4U1N;41075.4324;7.90448E+11;10;3;4;20;4;30;1;23;24;29
A34K7NMG;41075.58477;7.90448E+11;10;3;4;20;7;23;22;16;24;24
A34LTSB4;41078.7238;7.90451E+11;10;3;4;21;29;28;11;4;20;31
A34M4FNW;41079.29882;7.90451E+11;10;3;4;22;4;15;23;32;15;4
A34M6Q5Y;41079.42258;7.90451E+11;10;3;4;22;6;26;5;34;4;29
A34MSCJC;41080.59014;7.90452E+11;10;3;4;22;28;12;19;12;15;27
A34MSCJC;41080.59014;7.90452E+11;10;3;4;22;28;12;19;12;15;27
A34NRROM;41082.50286;7.90454E+11;10;3;4;23;27;27;24;22;18;9
A34PTUJA;41086.50314;7.90457E+11;10;3;4;25;29;30;19;10;12;5
A34QAQPZ;41087.41541;7.90458E+11;10;3;4;26;10;26;25;35;6;10
A34QAQPZ;41087.41541;7.90458E+11;10;3;4;26;10;26;25;35;6;10
A34QGCBS;41087.71782;7.90458E+11;10;3;4;26;16;12;11;28;33;24
A34RDA94;41089.49671;7.9046E+11;10;3;4;27;13;10;9;4;2;12
A34TF3G0;41092.4825;7.90463E+11;10;3;4;29;15;3;16;0;17;32
A34TZY8I;41093.60868;7.90464E+11;10;3;4;29;35;34;8;18;30;28
A34TZY8I;41093.60868;7.90464E+11;10;3;4;29;35;34;8;18;30;28
A34UJ58G;41094.64519;7.90465E+11;10;3;4;30;19;5;8;16;34;1
A34UJ58G;41094.64519;7.90465E+11;10;3;4;30;19;5;8;16;34;1
A34UVFIY;41095.30862;7.90466E+11;10;3;4;30;31;15;18;34;28;15
A34VIRWA;41096.56918;7.90467E+11;10;3;4;31;18;27;32;10;6;15
A34WZZCY;41099.44237;7.90469E+11;10;3;4;32;35;35;12;34;28;16
A34XJPME;41100.50777;7.9047E+11;10;3;4;33;19;25;22;14;10;31
A34Y029V;41101.39074;7.90471E+11;10;3;4;34;0;2;9;31;20;20
A34Y137I;41101.44615;7.90471E+11;10;3;4;34;1;3;7;18;2;0
A34Y137I;41101.44615;7.90471E+11;10;3;4;34;1;3;7;18;2;0
A34Z1GTW;41103.41058;7.90473E+11;10;3;4;35;1;16;29;32;27;17
A34Z1PIS;41103.42361;7.90473E+11;10;3;4;35;1;25;18;28;22;19
A34Z1PIS;41103.42361;7.90473E+11;10;3;4;35;1;25;18;28;22;19
A350PIQ8;41106.65343;7.90476E+11;10;3;5;0;25;18;26;8;15;30
A3517TFU;41107.64149;7.90476E+11;10;3;5;1;7;29;15;30;23;25
A351Q11I;41108.6249;7.90477E+11;10;3;5;1;26;1;1;18;24;33
A3529ANS;41109.66532;7.90478E+11;10;3;5;2;9;10;23;28;32;13
A3529EKW;41109.6712;7.90478E+11;10;3;5;2;9;14;20;32;18;1
A352MSMA;41110.39426;7.90479E+11;10;3;5;2;22;28;22;10;22;7
A352MSMA;41110.39426;7.90479E+11;10;3;5;2;22;28;22;10;22;7
A35477CM;41113.44036;7.90481E+11;10;3;5;4;7;7;12;22;2;23
A354P9EA;41114.41543;7.90482E+11;10;3;5;4;25;9;14;10;1;12
A3556S3I;41115.36147;7.90483E+11;10;3;5;5;6;28;3;18;15;32
A3556S3I;41115.36147;7.90483E+11;10;3;5;5;6;28;3;18;15;32
A355RYPG;41116.50539;7.90484E+11;10;3;5;5;27;34;25;16;17;32
A355UXJU;41116.66566;7.90484E+11;10;3;5;5;30;33;19;30;2;25
A356BX8Y;41117.58321;7.90485E+11;10;3;5;6;11;33;8;34;21;0
A356NZ9Q;41118.23424;7.90486E+11;10;3;5;6;23;35;9;26;28;12
A357VHU2;41120.58409;7.90488E+11;10;3;5;7;31;17;30;2;10;12
A357WD64;41120.63109;7.90488E+11;10;3;5;7;32;13;6;4;12;4
A358ALHG;41121.39956;7.90488E+11;10;3;5;8;10;21;17;16;27;33
A358ELTU;41121.61608;7.90488E+11;10;3;5;8;14;21;29;30;18;13
A359C7DG;41123.43039;7.9049E+11;10;3;5;9;12;7;13;16;25;31
A359CRHH;41123.46056;7.9049E+11;10;3;5;9;12;27;17;17;28;8
A359CRHH;41123.46056;7.9049E+11;10;3;5;9;12;27;17;17;28;8
A359X4K8;41124.56017;7.90491E+11;10;3;5;9;33;4;20;8;20;6
A35BY3ZO;41128.50132;7.90494E+11;10;3;5;11;34;3;35;24;9;24
A35C0WBC;41128.65181;7.90495E+11;10;3;5;12;0;32;11;12;13;15
A35CIA02;41129.59034;7.90495E+11;10;3;5;12;18;10;0;2;6;2
A35F4ZG2;41134.7045;7.905E+11;10;3;5;15;4;35;16;2;6;34
A35FKT2Q;41135.55895;7.905E+11;10;3;5;15;20;29;2;26;21;25
A35G1U4J;41136.47852;7.90501E+11;10;3;5;16;1;30;4;19;12;21
A35G1U4J;41136.47852;7.90501E+11;10;3;5;16;1;30;4;19;12;21
A35G59OO;41136.66385;7.90501E+11;10;3;5;16;5;9;24;24;21;16
A35GND5K;41137.64106;7.90502E+11;10;3;5;16;23;13;5;20;6;2
A35H1YLO;41138.42924;7.90503E+11;10;3;5;17;1;34;21;24;3;15
A35IQ774;41141.68213;7.90506E+11;10;3;5;18;26;7;7;4;14;22
A35IR6PK;41141.73539;7.90506E+11;10;3;5;18;27;6;25;20;12;34
A35J4VXV;41142.47524;7.90506E+11;10;3;5;19;4;31;33;31;6;33
A35J4VXV;41142.47524;7.90506E+11;10;3;5;19;4;31;33;31;6;33
A35JN23K;41143.45648;7.90507E+11;10;3;5;19;23;2;3;20;27;35
A35JRJPC;41143.69889;7.90508E+11;10;3;5;19;27;19;25;12;4;7
A35K5ENA;41144.4473;7.90508E+11;10;3;5;20;5;14;23;10;15;0
A35K5ENA;41144.4473;7.90508E+11;10;3;5;20;5;14;23;10;15;0
A35K5FGI;41144.44852;7.90508E+11;10;3;5;20;5;15;16;18;11;8
A35M58Y7;41148.32675;7.90512E+11;10;3;5;22;5;8;34;7;29;19
A35M7IBS;41148.44882;7.90512E+11;10;3;5;22;7;18;11;28;18;31
A35M7IBS;41148.44882;7.90512E+11;10;3;5;22;7;18;11;28;18;31
A35MU427;41149.66942;7.90513E+11;10;3;5;22;30;4;2;7;26;19
A35N9AAU;41150.48878;7.90513E+11;10;3;5;23;9;10;10;30;9;17
A35NAOP1;41150.56438;7.90513E+11;10;3;5;23;10;24;25;1;25;5
A35OC5TC;41152.58806;7.90515E+11;10;3;5;24;12;5;29;12;8;35
A35OCJ4P;41152.60802;7.90515E+11;10;3;5;24;12;19;4;25;20;11
A35OCJ4P;41152.60802;7.90515E+11;10;3;5;24;12;19;4;25;20;11
A35ODO9W;41152.66975;7.90515E+11;10;3;5;24;13;24;9;32;8;31
A35PSRRI;41155.42897;7.90518E+11;10;3;5;25;28;27;27;18;19;21
A35PSRRI;41155.42897;7.90518E+11;10;3;5;25;28;27;27;18;19;21
A35PTVAC;41155.48826;7.90518E+11;10;3;5;25;29;31;10;12;14;17
A35PWXSO;41155.65403;7.90518E+11;10;3;5;25;32;33;28;24;4;5
A35QCUCW;41156.51287;7.90519E+11;10;3;5;26;12;30;12;32;14;6
A35RXBY2;41159.56325;7.90521E+11;10;3;5;27;33;11;34;2;19;22
A35TDP9P;41162.39123;7.90524E+11;10;3;5;29;13;25;9;25;6;31
A35TFWYD;41162.51076;7.90524E+11;10;3;5;29;15;32;34;13;13;15
A35U0OUI;41163.6326;7.90525E+11;10;3;5;30;0;24;30;18;34;29
A35UHOF6;41164.54997;7.90526E+11;10;3;5;30;17;24;15;6;4;11
A35V2GUR;41165.6726;7.90527E+11;10;3;5;31;2;16;30;27;13;0
A35V2GUR;41165.6726;7.90527E+11;10;3;5;31;2;16;30;27;13;0
A35VFO6X;41166.38561;7.90527E+11;10;3;5;31;15;24;6;33;11;26
A35XODNE;41170.74381;7.90531E+11;10;3;5;33;24;13;23;14;19;16
A35Y11CF;41171.42735;7.90531E+11;10;3;5;34;1;1;12;15;17;26
A35Y11CF;41171.42735;7.90531E+11;10;3;5;34;1;1;12;15;17;26
A35Y6AXO;41171.71174;7.90532E+11;10;3;5;34;6;10;33;24;21;31
A35Z15OB;41173.37784;7.90533E+11;10;3;5;35;1;5;24;11;12;30
A361LKLV;41178.36824;7.90537E+11;10;3;6;1;21;20;21;31;2;12
A361QBAB;41178.62426;7.90538E+11;10;3;6;1;26;11;10;11;7;20
A361QBAB;41178.62426;7.90538E+11;10;3;6;1;26;11;10;11;7;20
A362B972;41179.75513;7.90539E+11;10;3;6;2;11;9;7;2;1;6
A364SOM8;41183.58426;7.90543E+11;10;3;6;4;28;24;22;8;16;9
A365ASVW;41184.56266;7.90544E+11;10;3;6;5;10;28;31;32;0;25
A365VZOC;41185.70684;7.90545E+11;10;3;6;5;31;35;24;12;2;9
A365VZOC;41185.70684;7.90545E+11;10;3;6;5;31;35;24;12;2;9
A366PZAE;41187.32626;7.90546E+11;10;3;6;6;25;35;10;14;9;8
A366RGFB;41187.40596;7.90546E+11;10;3;6;6;27;16;15;11;27;33
A366RGFB;41187.40596;7.90546E+11;10;3;6;6;27;16;15;11;27;33
A368Y6BC;41191.65681;7.9055E+11;10;3;6;8;34;6;11;12;18;2
A369WFNW;41193.50683;7.90551E+11;10;3;6;9;32;15;23;32;35;18
A36AE29G;41194.45873;7.90552E+11;10;3;6;10;14;2;9;16;12;16
A36CKBL9;41198.68471;7.90556E+11;10;3;6;12;20;11;21;9;12;14
A36DFLEA;41200.37343;7.90557E+11;10;3;6;13;15;21;14;10;9;34
A36DFLEA;41200.37343;7.90557E+11;10;3;6;13;15;21;14;10;9;34
A36DG8OS;41200.40836;7.90557E+11;10;3;6;13;16;8;24;28;8;31
A36E14HK;41201.53606;7.90558E+11;10;3;6;14;1;4;17;20;16;30
A36FLLTK;41204.58606;7.90561E+11;10;3;6;15;21;21;29;20;32;30
A36GKY9I;41206.49472;7.90563E+11;10;3;6;16;20;34;9;18;16;1
A36H67UO;41207.6431;7.90564E+11;10;3;6;17;6;7;30;24;18;23
A36H6OUO;41207.66861;7.90564E+11;10;3;6;17;6;24;30;24;2;19
A36H6OUO;41207.66861;7.90564E+11;10;3;6;17;6;24;30;24;2;19
A36HMLWE;41208.52818;7.90564E+11;10;3;6;17;22;21;32;14;27;11
A36JO05I;41212.49156;7.90568E+11;10;3;6;19;24;0;5;18;10;9
A36JRZUF;41212.70709;7.90568E+11;10;3;6;19;27;35;30;15;2;23
A36JRZUF;41212.70709;7.90568E+11;10;3;6;19;27;35;30;15;2;23
A36K4FQQ;41213.37895;7.90569E+11;10;3;6;20;4;15;26;26;7;7
A36KOLWZ;41214.46821;7.9057E+11;10;3;6;20;24;21;32;35;21;10
A36KOLWZ;41214.46821;7.9057E+11;10;3;6;20;24;21;32;35;21;10
A36LBIPQ;41215.70541;7.90571E+11;10;3;6;21;11;18;25;26;3;26
A36MQVDN;41218.47839;7.90573E+11;10;3;6;22;26;31;13;23;27;17
A36MQVDN;41218.47839;7.90573E+11;10;3;6;22;26;31;13;23;27;17
A36NCEIY;41219.64112;7.90574E+11;10;3;6;23;12;14;18;34;5;8
A36OEN49;41221.70601;7.90576E+11;10;3;6;24;14;23;4;9;10;6
A36OVJGG;41222.61852;7.90577E+11;10;3;6;24;31;19;16;16;13;11
A36OW5W8;41222.65218;7.90577E+11;10;3;6;24;32;5;32;8;21;21
A36QCAQW;41225.46745;7.90579E+11;10;3;6;26;12;10;26;32;15;17
A36QEVDM;41225.6064;7.90579E+11;10;3;6;26;14;31;13;22;15;17
A36QXKIY;41226.61612;7.9058E+11;10;3;6;26;33;20;18;34;27;11
A36REA70;41227.51862;7.90581E+11;10;3;6;27;14;10;7;0;21;1
A36REIOF;41227.53134;7.90581E+11;10;3;6;27;14;18;24;15;21;25
A36SICJO;41229.68215;7.90583E+11;10;3;6;28;18;12;19;24;18;7
A36TXAXQ;41232.43374;7.90585E+11;10;3;6;29;33;10;33;26;25;30
A36TYO4V;41232.50753;7.90585E+11;10;3;6;29;34;24;4;31;27;13
A36TYO4V;41232.50753;7.90585E+11;10;3;6;29;34;24;4;31;27;13
A36UK4GH;41233.66602;7.90586E+11;10;3;6;30;20;4;16;17;21;24
A36VHMPI;41235.47539;7.90588E+11;10;3;6;31;17;22;25;18;5;0
A36VHMPI;41235.47539;7.90588E+11;10;3;6;31;17;22;25;18;5;0
A36VJ48L;41235.55568;7.90588E+11;10;3;6;31;19;4;8;21;35;3
A36WM9GM;41237.66953;7.9059E+11;10;3;6;32;22;9;16;22;6;28
A36XN10O;41239.65486;7.90591E+11;10;3;6;33;23;1;0;24;16;32
A36Y0N5E;41240.39006;7.90592E+11;10;3;6;34;0;23;5;14;8;14
A36ZMXGS;41243.53752;7.90595E+11;10;3;6;35;22;33;16;28;35;33
A371Q7ME;41246.60277;7.90598E+11;10;3;7;1;26;7;22;14;19;32
A372AAP8;41247.68738;7.90599E+11;10;3;7;2;10;10;25;8;8;23
A373CIX4;41249.75171;7.90601E+11;10;3;7;3;12;18;33;4;25;0
A375VLFM;41254.66948;7.90605E+11;10;3;7;5;31;21;15;22;31;10
A376AGYO;41255.47278;7.90606E+11;10;3;7;6;10;16;34;24;2;19
A376AJDX;41255.47641;7.90606E+11;10;3;7;6;10;19;13;33;12;6
A376AJDX;41255.47641;7.90606E+11;10;3;7;6;10;19;13;33;12;6
A377BLVG;41257.47814;7.90608E+11;10;3;7;7;11;21;31;16;2;19
A377BQUI;41257.4856;7.90608E+11;10;3;7;7;11;26;30;18;23;7
A377C999;41257.51322;7.90608E+11;10;3;7;7;12;9;9;9;20;10
A377DUXB;41257.59971;7.90608E+11;10;3;7;7;13;30;33;11;30;33
A377DUXB;41257.59971;7.90608E+11;10;3;7;7;13;30;33;11;30;33
A378WI7A;41260.55064;7.9061E+11;10;3;7;8;32;18;7;10;16;16
A378YZ5S;41260.68407;7.9061E+11;10;3;7;8;34;35;5;28;33;30
A378YZ5S;41260.68407;7.9061E+11;10;3;7;8;34;35;5;28;33;30
A379WLHL;41262.49956;7.90612E+11;10;3;7;9;32;21;17;21;33;4
A379WLHL;41262.49956;7.90612E+11;10;3;7;9;32;21;17;21;33;4
A379WR48;41262.50801;7.90612E+11;10;3;7;9;32;27;4;8;9;16
A37AGQDA;41263.58689;7.90613E+11;10;3;7;10;16;26;13;10;21;22
A37AV68K;41264.36669;7.90614E+11;10;3;7;10;31;6;8;20;34;18
A37AV68K;41264.36669;7.90614E+11;10;3;7;10;31;6;8;20;34;18
A37XP1GE;41276.74751;7.90652E+11;10;3;7;33;25;1;16;14;21;0
A37XP1GE;41276.74751;7.90652E+11;10;3;7;33;25;1;16;14;21;0
A37Y7360;41277.72208;7.90653E+11;10;3;7;34;7;3;6;0;22;3
A37Y7360;41277.72208;7.90653E+11;10;3;7;34;7;3;6;0;22;3
A3807BOW;41281.62287;7.90656E+11;10;3;8;0;7;11;24;32;11;1
A381949M;41283.66373;7.90658E+11;10;3;8;1;9;4;9;22;27;1
A381949M;41283.66373;7.90658E+11;10;3;8;1;9;4;9;22;27;1
A381NBIQ;41284.43061;7.90658E+11;10;3;8;1;23;11;18;26;16;25
A382B2L7;41285.71321;7.9066E+11;10;3;8;2;11;2;21;7;25;6
A383REIW;41288.53912;7.90662E+11;10;3;8;3;27;14;18;32;25;17
A384CAEI;41289.66693;7.90663E+11;10;3;8;4;12;10;14;18;20;29
A384UJKG;41290.65269;7.90664E+11;10;3;8;4;30;19;20;16;19;28
A384UJKG;41290.65269;7.90664E+11;10;3;8;4;30;19;20;16;19;28
A385RXER;41292.45544;7.90665E+11;10;3;8;5;27;33;14;27;18;12
A385UXLA;41292.61772;7.90666E+11;10;3;8;5;30;33;21;10;25;29
A387DFYV;41295.56128;7.90668E+11;10;3;8;7;13;15;34;31;4;33
A387VM18;41296.54238;7.90669E+11;10;3;8;7;31;22;1;8;7;4
A387VM18;41296.54238;7.90669E+11;10;3;8;7;31;22;1;8;7;4
